 143.276  18.015 59 451 2060 930
 148.629  17.670 60 452 5858 28
 148.629  17.669 60 452A 5860 46
 143.683  17.907 60 453 4693 605
 144.532  18.013 60 454 3816 38
 144.532  18.013 60 454A 3816 171
 145.358  17.854 60 455 3465 104
 145.179  17.911 60 456 3586 169
 145.181  17.912 60 456A 3586 159
 145.817  17.833 60 457 2630 61
 146.934  17.864 60 458 3447 465
 147.302  17.863 60 459 4121 4
 147.302  17.863 60 459A 4121 67
 147.302  17.863 60 459B 4121 691
 147.599  17.669 60 460 6452 85
 147.586  17.667 60 460A 6445 99
 147.686  17.767 60 461 7034 20
 147.688  17.767 60 461A 7034 15
 165.030   7.237 61 462 5181 617
 165.032   7.242 61 462A 5177 1068
 174.668  21.350 62 463 2525 822
 173.889  39.861 62 464 4637 308
 178.919  33.821 62 465 2161 96
 178.919  33.821 62 465A 2161 476
 179.256  34.191 62 466 2665 312
-120.758  33.849 63 467 2128 1041
-120.118  32.617 63 468 1849 241
-120.109  32.623 63 468A 1737 36
-120.109  32.623 63 468B 1737 415
-120.548  32.617 63 469 3790 453
-117.519  28.908 63 470 3549 168
-117.519  28.908 63 470A 3549 215
-112.496  23.482 63 471 3101 823
-113.995  23.006 63 472 3831 137
-113.995  23.006 63 472A 3831 94
-107.064  20.965 63 473 3249 287
-108.981  22.962 64 474 3023 182
-108.978  22.959 64 474A 3022 626
-109.053  23.050 64 475 2631 196
-109.064  23.057 64 475A 2545 16
-109.059  23.056 64 475B 2593 96
-109.089  23.041 64 476 2403 294
-111.400  27.031 64 477 2003 191
-111.399  27.030 64 477A 2003 267
-111.399  27.029 64 477B 2003 5
-111.507  27.097 64 478 1889 464
-111.625  27.846 64 479 747 440
-111.656  27.902 64 480 655 152
-111.508  27.253 64 481 1998 52
-111.508  27.253 64 481A 1998 384
